"EventCode","EVENTDESCRIPTION","Month","Year","Actor1Code","Actor2Code","EventBaseCode","EventRootCode","QuadClass","NumMentions","Actor1Geo_Type","Actor1Geo_CountryCode","Actor2Geo_CountryCode","ActionGeo_Type","Region","ActionGeo_Lat","ActionGeo_Long","ActionGeo_FeatureID"
"170.0","Coerce, not specified below","2.0","2018.0","LAB","SAU","170.0","17.0","4.0","4.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","SAU","SAUMED","170.0","17.0","4.0","6.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","1","GOV","170.0","17.0","4.0","5.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","4.0","2018.0","GBRGOV","MOSSHI","170.0","17.0","4.0","8.0","1.0","UK","UK","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","4.0","2018.0","GBR","MOSSHI","170.0","17.0","4.0","1.0","1.0","SY","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","4.0","2018.0","GBRGOV","MOSSHI","170.0","17.0","4.0","2.0","1.0","UK","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","4.0","2018.0","GBRGOV","MOSSHI","170.0","17.0","4.0","16.0","1.0","UK","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAU","SAUJUD","170.0","17.0","4.0","7.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","GOV","170.0","17.0","4.0","5.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","1","GOV","170.0","17.0","4.0","5.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","GOV","170.0","17.0","4.0","94.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","GOV","170.0","17.0","4.0","28.0","0.0","1","UK","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAU","GOV","170.0","17.0","4.0","8.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","GOV","170.0","17.0","4.0","6.0","0.0","1","AS","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","ARE","GOV","170.0","17.0","4.0","20.0","4.0","AE","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAU","USAMED","170.0","17.0","4.0","3.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","CVL","GOV","170.0","17.0","4.0","20.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","USAMED","SAU","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAUGOV","GOV","170.0","17.0","4.0","12.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","GOV","170.0","17.0","4.0","337.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAU","GOV","170.0","17.0","4.0","72.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","GOV","170.0","17.0","4.0","24.0","0.0","1","UK","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAU","GOV","170.0","17.0","4.0","8.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","GOV","170.0","17.0","4.0","6.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","SAU","170.0","17.0","4.0","6.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","GOV","SAU","170.0","17.0","4.0","4.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","SAU","CVL","170.0","17.0","4.0","5.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","GOV","CVL","170.0","17.0","4.0","5.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","1","GOV","170.0","17.0","4.0","20.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","SAU","BUS","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","SAU","GOV","170.0","17.0","4.0","210.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","BUS","GOV","170.0","17.0","4.0","7.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","SAU","GOV","170.0","17.0","4.0","6.0","4.0","IR","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","BUS","GOV","170.0","17.0","4.0","149.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","SAU","GOV","170.0","17.0","4.0","38.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAUGOV","GOV","170.0","17.0","4.0","6.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAU","GOV","170.0","17.0","4.0","2.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","CRM","UAF","170.0","17.0","4.0","2.0","1.0","FR","FR","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","SAU","GOV","170.0","17.0","4.0","4.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","EGY","MOS","170.0","17.0","4.0","14.0","4.0","EG","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","4.0","2018.0","BUS","GOV","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","SAU","GOV","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","SAU","GOV","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","CVL","SAUGOV","170.0","17.0","4.0","1.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","CVL","GOV","170.0","17.0","4.0","5.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","SAU","170.0","17.0","4.0","10.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","CRM","UAF","170.0","17.0","4.0","2.0","1.0","FR","FR","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","GOV","170.0","17.0","4.0","10.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","COP","BUS","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAU","GOV","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAUGOV","GOV","170.0","17.0","4.0","50.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","4.0","2018.0","SAU","GOV","170.0","17.0","4.0","8.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","4.0","2018.0","1","GOV","170.0","17.0","4.0","17.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","4.0","2018.0","NGOHRIAMN","SAU","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","SAU","SAUGOV","170.0","17.0","4.0","90.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","SAU","SAUGOV","170.0","17.0","4.0","5.0","4.0","YM","YM","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","MOSSHI","170.0","17.0","4.0","1.0","0.0","1","IZ","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","MOSSHI","170.0","17.0","4.0","1.0","0.0","1","IR","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","SAU","SAUGOV","170.0","17.0","4.0","15.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","BUS","GOV","170.0","17.0","4.0","7.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","SAU","GOV","170.0","17.0","4.0","7.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","BUS","GOV","170.0","17.0","4.0","2.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","SAU","GOV","170.0","17.0","4.0","14.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","YEM","SAU","170.0","17.0","4.0","1.0","1.0","YM","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","GOV","170.0","17.0","4.0","10.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAUGOV","GOV","170.0","17.0","4.0","3.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","COP","GOV","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAUMED","IRN","170.0","17.0","4.0","2.0","4.0","SA","IR","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","MED","IRN","170.0","17.0","4.0","2.0","4.0","SA","IR","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","BHR","REB","170.0","17.0","4.0","2.0","4.0","BA","BA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","BHR","REB","170.0","17.0","4.0","2.0","4.0","BA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","MOSSHI","170.0","17.0","4.0","1.0","0.0","1","IZ","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","MOSSHI","170.0","17.0","4.0","1.0","0.0","1","IR","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","GOV","LAB","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","HLH","1","170.0","17.0","4.0","3.0","4.0","SA","1","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","4.0","2018.0","GOV","SAU","170.0","17.0","4.0","8.0","3.0","US","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","4.0","2018.0","GOV","SAU","170.0","17.0","4.0","8.0","3.0","US","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","COP","IRNREL","170.0","17.0","4.0","2.0","4.0","IR","IR","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","COP","IRNREL","170.0","17.0","4.0","2.0","4.0","SA","IR","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","COP","IRN","170.0","17.0","4.0","2.0","4.0","IR","IR","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","SAU","PTY","170.0","17.0","4.0","1.0","2.0","US","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","GOV","PTY","170.0","17.0","4.0","4.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","BUS","GOV","170.0","17.0","4.0","1.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","SAU","GOV","170.0","17.0","4.0","6.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","BUS","GOV","170.0","17.0","4.0","3.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","GOV","170.0","17.0","4.0","6.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAU","GOV","170.0","17.0","4.0","4.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","CVL","GOV","170.0","17.0","4.0","5.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAU","BUS","170.0","17.0","4.0","18.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAU","AUT","170.0","17.0","4.0","7.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","SAU","GOV","170.0","17.0","4.0","18.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","CVL","SAUGOV","170.0","17.0","4.0","1.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","SAU","USAGOV","170.0","17.0","4.0","1.0","4.0","SA","RS","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","1","GOV","170.0","17.0","4.0","260.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","BUS","GOV","170.0","17.0","4.0","6.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","SAU","GOV","170.0","17.0","4.0","10.0","3.0","US","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","BUS","GOV","170.0","17.0","4.0","2.0","3.0","US","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","SAU","GOV","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","SAU","USAGOV","170.0","17.0","4.0","1.0","4.0","SA","US","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","SAU","GOV","170.0","17.0","4.0","1.0","4.0","SA","US","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","1","GOV","170.0","17.0","4.0","70.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","CRM","MOSSHIOPP","170.0","17.0","4.0","2.0","4.0","SA","QA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","CRM","MOSSHIOPP","170.0","17.0","4.0","6.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","SAU","MOSSHI","170.0","17.0","4.0","2.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","SAUGOV","MOSSHI","170.0","17.0","4.0","6.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","SAU","MOSSHI","170.0","17.0","4.0","2.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","GOV","USA","170.0","17.0","4.0","1.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","1.0","2018.0","1","GOV","170.0","17.0","4.0","5.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","2.0","2018.0","SAU","MOSSHI","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","SAU","GOV","170.0","17.0","4.0","2.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","1","GOV","170.0","17.0","4.0","8.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","3.0","2018.0","EGY","MOS","170.0","17.0","4.0","4.0","4.0","EG","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","SAU","OPP","170.0","17.0","4.0","20.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","OPP","NGOHRI","170.0","17.0","4.0","5.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","5.0","2018.0","1","GOV","170.0","17.0","4.0","30.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","7.0","2018.0","SAU","OPP","170.0","17.0","4.0","2.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","7.0","2018.0","SAUGOV","OPP","170.0","17.0","4.0","6.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","GOVLAB","HRI","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","1","OPP","170.0","17.0","4.0","177.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","GOV","OPP","170.0","17.0","4.0","123.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","HRI","OPP","170.0","17.0","4.0","16.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","SAU","OPP","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","GOV","OPP","170.0","17.0","4.0","2.0","4.0","TH","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","SAU","MOSREL","170.0","17.0","4.0","4.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","SAUGOV","MOSREL","170.0","17.0","4.0","6.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","CRM","MOSSHIOPP","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","1","SAU","170.0","17.0","4.0","4.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","1","OPP","170.0","17.0","4.0","70.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","HRI","OPP","170.0","17.0","4.0","15.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","GOV","OPP","170.0","17.0","4.0","45.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","MED","MOSREL","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","SAU","MOSREL","170.0","17.0","4.0","8.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","SAUGOV","MOSREL","170.0","17.0","4.0","12.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","9.0","2018.0","SAU","COP","170.0","17.0","4.0","3.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","7.0","2018.0","MIL","MOS","170.0","17.0","4.0","2.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","CRM","JUD","170.0","17.0","4.0","6.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","CRM","SAU","170.0","17.0","4.0","4.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","SAU","JUD","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","5.0","2018.0","1","GOV","170.0","17.0","4.0","10.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","5.0","2018.0","SAU","GOV","170.0","17.0","4.0","4.0","4.0","SA","QA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","5.0","2018.0","SAUGOV","GOV","170.0","17.0","4.0","6.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","SAU","1","170.0","17.0","4.0","10.0","4.0","SA","1","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","OPP","SAU","170.0","17.0","4.0","5.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","9.0","2018.0","SAU","MOSSHI","170.0","17.0","4.0","4.0","4.0","SA","BA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","9.0","2018.0","EDU","MOSSHI","170.0","17.0","4.0","1.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","9.0","2018.0","EDU","MOSSHI","170.0","17.0","4.0","1.0","1.0","BA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","9.0","2018.0","IRN","MOSSHI","170.0","17.0","4.0","1.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","9.0","2018.0","IRN","MOSSHI","170.0","17.0","4.0","2.0","1.0","BA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","9.0","2018.0","IRN","MOSSHI","170.0","17.0","4.0","6.0","1.0","IR","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","9.0","2018.0","SAU","MOSSHI","170.0","17.0","4.0","2.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","7.0","2018.0","SAUGOV","SAU","170.0","17.0","4.0","2.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","HRI","OPP","170.0","17.0","4.0","91.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","YEM","UAF","170.0","17.0","4.0","1.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","SAU","OPP","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","GOV","OPP","170.0","17.0","4.0","40.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","YEM","UAF","170.0","17.0","4.0","1.0","4.0","YM","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","JUD","GOV","170.0","17.0","4.0","6.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","GOV","OPP","170.0","17.0","4.0","20.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","SAU","MOSREL","170.0","17.0","4.0","4.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","SAUGOV","MOSREL","170.0","17.0","4.0","6.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","1","SAU","170.0","17.0","4.0","2.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","SAU","OPP","170.0","17.0","4.0","4.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","SAUGOV","OPP","170.0","17.0","4.0","6.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","GOV","OPP","170.0","17.0","4.0","1.0","4.0","CA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","GOV","OPP","170.0","17.0","4.0","9.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","8.0","2018.0","GOV","EDU","170.0","17.0","4.0","10.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","1","SAUGOV","170.0","17.0","4.0","6.0","0.0","1","SA","4.0","Riyadh","24.6","46.8","-3093009"
"170.0","Coerce, not specified below","6.0","2018.0","SAUGOV","SAU","170.0","17.0","4.0","4.0","4.0","SA","SA","4.0","Riyadh","24.6","46.8","-3093009"
